onet_code,skill_clean,importance,skill,source
11-2021.00,administrative,3.01,Administrative,knowledge
11-2021.00,adobe acrobat,3.0,Adobe Acrobat,tech
11-2021.00,adobe acrobat reader,3.0,Adobe Acrobat Reader,tech
11-2021.00,adobe actionscript,3.0,Adobe ActionScript,tech
11-2021.00,adobe after effects,3.0,Adobe After Effects,tech
11-2021.00,adobe creative cloud software,3.0,Adobe Creative Cloud software,tech
11-2021.00,adobe dreamweaver,3.0,Adobe Dreamweaver,tech
11-2021.00,adobe illustrator,3.0,Adobe Illustrator,tech
11-2021.00,adobe indesign,3.0,Adobe InDesign,tech
11-2021.00,adobe photoshop,3.0,Adobe Photoshop,tech
11-2021.00,adsense tracker,3.0,AdSense Tracker,tech
11-2021.00,aec software fasttrack schedule,3.0,AEC Software FastTrack Schedule,tech
11-2021.00,airtable,3.0,Airtable,tech
11-2021.00,amazon redshift,3.0,Amazon Redshift,tech
11-2021.00,amazon web services aws software,3.0,Amazon Web Services AWS software,tech
11-2021.00,apache cassandra,3.0,Apache Cassandra,tech
11-2021.00,apache hadoop,3.0,Apache Hadoop,tech
11-2021.00,apache hive,3.0,Apache Hive,tech
11-2021.00,apache pig,3.0,Apache Pig,tech
11-2021.00,apache solr,3.0,Apache Solr,tech
11-2021.00,apple final cut pro,3.0,Apple Final Cut Pro,tech
11-2021.00,apple keynote,3.0,Apple Keynote,tech
11-2021.00,apple macos,3.0,Apple macOS,tech
11-2021.00,armand morin multitrack generator,3.0,Armand Morin MultiTrack Generator,tech
11-2021.00,asana,3.0,Asana,tech
11-2021.00,atlassian confluence,3.0,Atlassian Confluence,tech
11-2021.00,atlassian jira,3.0,Atlassian JIRA,tech
11-2021.00,blackbaud the raiser's edge,3.0,Blackbaud The Raiser's Edge,tech
11-2021.00,c,3.0,C,tech
11-2021.00,canva,3.0,Canva,tech
11-2021.00,cascading style sheets css,3.0,Cascading style sheets CSS,tech
11-2021.00,citrix cloud computing software,3.0,Citrix cloud computing software,tech
11-2021.00,clearedge,3.0,ClearEDGE,tech
11-2021.00,communications and media,3.8,Communications and Media,knowledge
11-2021.00,complex problem solving,3.62,Complex Problem Solving,skill
11-2021.00,computers and electronics,3.51,Computers and Electronics,knowledge
11-2021.00,constant contact,3.0,Constant Contact,tech
11-2021.00,coordination,3.5,Coordination,skill
11-2021.00,critical thinking,3.88,Critical Thinking,skill
11-2021.00,customer and personal service,3.85,Customer and Personal Service,knowledge
11-2021.00,database reporting software,3.0,Database reporting software,tech
11-2021.00,database software,3.0,Database software,tech
11-2021.00,databox,3.0,Databox,tech
11-2021.00,delphi technology,3.0,Delphi Technology,tech
11-2021.00,design,3.15,Design,knowledge
11-2021.00,dropbox,3.0,Dropbox,tech
11-2021.00,drupal,3.0,Drupal,tech
11-2021.00,dynamic hypertext markup language dhtml,3.0,Dynamic hypertext markup language DHTML,tech
11-2021.00,economics and accounting,3.1,Economics and Accounting,knowledge
11-2021.00,education and training,3.03,Education and Training,knowledge
11-2021.00,eko,3.0,Eko,tech
11-2021.00,elasticsearch,3.0,Elasticsearch,tech
11-2021.00,engineering and technology,2.77,Engineering and Technology,knowledge
11-2021.00,english language,4.48,English Language,knowledge
11-2021.00,evernote,3.0,Evernote,tech
11-2021.00,extensible hypertext markup language xhtml,3.0,Extensible hypertext markup language XHTML,tech
11-2021.00,extensible markup language xml,3.0,Extensible markup language XML,tech
11-2021.00,facebook,3.0,Facebook,tech
11-2021.00,figma,3.0,Figma,tech
11-2021.00,filemaker pro,3.0,FileMaker Pro,tech
11-2021.00,flipgrid,3.0,Flipgrid,tech
11-2021.00,fund accounting software,3.0,Fund accounting software,tech
11-2021.00,github,3.0,GitHub,tech
11-2021.00,google ads,3.0,Google Ads,tech
11-2021.00,google analytics,3.0,Google Analytics,tech
11-2021.00,google docs,3.0,Google Docs,tech
11-2021.00,google drive,3.0,Google Drive,tech
11-2021.00,google meet,3.0,Google Meet,tech
11-2021.00,google slides,3.0,Google Slides,tech
11-2021.00,hubspot software,3.0,HubSpot software,tech
11-2021.00,hypertext markup language html,3.0,Hypertext markup language HTML,tech
11-2021.00,ibm cognos impromptu,3.0,IBM Cognos Impromptu,tech
11-2021.00,ibm domino,3.0,IBM Domino,tech
11-2021.00,ibm infosphere datastage,3.0,IBM InfoSphere DataStage,tech
11-2021.00,ibm notes,3.0,IBM Notes,tech
11-2021.00,ibm power systems software,3.0,IBM Power Systems software,tech
11-2021.00,ibm spss statistics,3.0,IBM SPSS Statistics,tech
11-2021.00,instagram,3.0,Instagram,tech
11-2021.00,instructing,3.0,Instructing,skill
11-2021.00,intuit quickbooks,3.0,Intuit QuickBooks,tech
11-2021.00,jamboard,3.0,JamBoard,tech
11-2021.00,javascript,3.0,JavaScript,tech
11-2021.00,judgment and decision making,3.75,Judgment and Decision Making,skill
11-2021.00,jupyter notebook,3.0,Jupyter Notebook,tech
11-2021.00,kapwing,3.0,Kapwing,tech
11-2021.00,lamp stack,3.0,LAMP Stack,tech
11-2021.00,law and government,2.86,Law and Government,knowledge
11-2021.00,learning strategies,3.12,Learning Strategies,skill
11-2021.00,lexisnexis,3.0,LexisNexis,tech
11-2021.00,linkedin,3.0,LinkedIn,tech
11-2021.00,logmein gotomeeting,3.0,LogMeIn GoToMeeting,tech
11-2021.00,logmein gotowebinar,3.0,LogMeIn GoToWebinar,tech
11-2021.00,lyris hq web-analytics solution,3.0,Lyris HQ Web-Analytics Solution,tech
11-2021.00,management of financial resources,2.88,Management of Financial Resources,skill
11-2021.00,management of material resources,2.62,Management of Material Resources,skill
11-2021.00,management of personnel resources,3.38,Management of Personnel Resources,skill
11-2021.00,marketo marketing automation,3.0,Marketo Marketing Automation,tech
11-2021.00,marketsharp,3.0,MarketSharp,tech
11-2021.00,mathematics,3.51,Mathematics,skill
11-2021.00,mcafee,3.0,McAfee,tech
11-2021.00,mentimeter,3.0,Mentimeter,tech
11-2021.00,microsoft access,3.0,Microsoft Access,tech
11-2021.00,microsoft azure software,3.0,Microsoft Azure software,tech
11-2021.00,microsoft dynamics,3.0,Microsoft Dynamics,tech
11-2021.00,microsoft excel,3.0,Microsoft Excel,tech
11-2021.00,microsoft office software,3.0,Microsoft Office software,tech
11-2021.00,microsoft outlook,3.0,Microsoft Outlook,tech
11-2021.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
11-2021.00,microsoft project,3.0,Microsoft Project,tech
11-2021.00,microsoft publisher,3.0,Microsoft Publisher,tech
11-2021.00,microsoft sharepoint,3.0,Microsoft SharePoint,tech
11-2021.00,microsoft sql server,3.0,Microsoft SQL Server,tech
11-2021.00,microsoft teams,3.0,Microsoft Teams,tech
11-2021.00,microsoft visio,3.0,Microsoft Visio,tech
11-2021.00,microsoft visual basic,3.0,Microsoft Visual Basic,tech
11-2021.00,microsoft visual basic for applications vba,3.0,Microsoft Visual Basic for Applications VBA,tech
11-2021.00,microsoft visual basic scripting edition vbscript,3.0,Microsoft Visual Basic Scripting Edition VBScript,tech
11-2021.00,microsoft word,3.0,Microsoft Word,tech
11-2021.00,microstrategy,3.0,MicroStrategy,tech
11-2021.00,minitab,3.0,Minitab,tech
11-2021.00,monitoring,3.75,Monitoring,skill
11-2021.00,mysql,3.0,MySQL,tech
11-2021.00,nearpod,3.0,Nearpod,tech
11-2021.00,nedstat sitestat,3.0,Nedstat Sitestat,tech
11-2021.00,negotiation,3.62,Negotiation,skill
11-2021.00,netsuite erp,3.0,NetSuite ERP,tech
11-2021.00,nortonlifelock cybersecurity software,3.0,NortonLifeLock cybersecurity software,tech
11-2021.00,nosql,3.0,NoSQL,tech
11-2021.00,online advertising reporting software,3.0,Online advertising reporting software,tech
11-2021.00,operations analysis,3.38,Operations Analysis,skill
11-2021.00,oracle beehive,3.0,Oracle Beehive,tech
11-2021.00,oracle business intelligence enterprise edition,3.0,Oracle Business Intelligence Enterprise Edition,tech
11-2021.00,oracle database,3.0,Oracle Database,tech
11-2021.00,oracle e-business suite financials,3.0,Oracle E-Business Suite Financials,tech
11-2021.00,oracle eloqua,3.0,Oracle Eloqua,tech
11-2021.00,oracle fusion applications,3.0,Oracle Fusion Applications,tech
11-2021.00,oracle hyperion,3.0,Oracle Hyperion,tech
11-2021.00,oracle javaserver pages jsp,3.0,Oracle JavaServer Pages JSP,tech
11-2021.00,oracle peoplesoft,3.0,Oracle PeopleSoft,tech
11-2021.00,oracle peoplesoft financials,3.0,Oracle PeopleSoft Financials,tech
11-2021.00,oracle pl/sql,3.0,Oracle PL/SQL,tech
11-2021.00,oracle siebel server sync,3.0,Oracle Siebel Server Sync,tech
11-2021.00,padlet,3.0,Padlet,tech
11-2021.00,personnel and human resources,2.71,Personnel and Human Resources,knowledge
11-2021.00,persuasion,3.75,Persuasion,skill
11-2021.00,php,3.0,PHP,tech
11-2021.00,public safety and security,2.5,Public Safety and Security,knowledge
11-2021.00,python,3.0,Python,tech
11-2021.00,qad marketing automation,3.0,QAD Marketing Automation,tech
11-2021.00,qlik tech qlikview,3.0,Qlik Tech QlikView,tech
11-2021.00,r,3.0,R,tech
11-2021.00,reading comprehension,3.88,Reading Comprehension,skill
11-2021.00,ruby,3.0,Ruby,tech
11-2021.00,ruby on rails,3.0,Ruby on Rails,tech
11-2021.00,sage saleslogix,3.0,Sage SalesLogix,tech
11-2021.00,sales and marketing,4.85,Sales and Marketing,knowledge
11-2021.00,salesforce software,3.0,Salesforce software,tech
11-2021.00,salesforce.com salesforce crm,3.0,Salesforce.com Salesforce CRM,tech
11-2021.00,sap business objects,3.0,SAP Business Objects,tech
11-2021.00,sap software,3.0,SAP software,tech
11-2021.00,sas,3.0,SAS,tech
11-2021.00,screencast-o-matic,3.0,Screencast-O-Matic,tech
11-2021.00,screencastify,3.0,Screencastify,tech
11-2021.00,service orientation,3.12,Service Orientation,skill
11-2021.00,slack,3.0,Slack,tech
11-2021.00,smugmug flickr,3.0,SmugMug Flickr,tech
11-2021.00,social media sites,3.0,Social media sites,tech
11-2021.00,social perceptiveness,3.88,Social Perceptiveness,skill
11-2021.00,software as a service saas,3.0,Software as a service SaaS,tech
11-2021.00,speaking,3.88,Speaking,skill
11-2021.00,splunk enterprise,3.0,Splunk Enterprise,tech
11-2021.00,statacorp stata,3.0,StataCorp Stata,tech
11-2021.00,structured query language sql,3.0,Structured query language SQL,tech
11-2021.00,swift,3.0,Swift,tech
11-2021.00,systems analysis,3.25,Systems Analysis,skill
11-2021.00,systems evaluation,3.5,Systems Evaluation,skill
11-2021.00,tableau,3.0,Tableau,tech
11-2021.00,tax software,3.0,Tax software,tech
11-2021.00,telecommunications,2.86,Telecommunications,knowledge
11-2021.00,teradata database,3.0,Teradata Database,tech
11-2021.00,the mathworks matlab,3.0,The MathWorks MATLAB,tech
11-2021.00,tiktok,3.0,TikTok,tech
11-2021.00,time management,3.5,Time Management,skill
11-2021.00,web browser software,3.0,Web browser software,tech
11-2021.00,wevideo,3.0,WeVideo,tech
11-2021.00,wordpress,3.0,WordPress,tech
11-2021.00,writing,3.25,Writing,skill
11-2021.00,yardi software,3.0,Yardi software,tech
11-2021.00,youtube,3.0,YouTube,tech
11-2022.00,act!,3.0,Act!,tech
11-2022.00,active learning,3.75,Active Learning,skill
11-2022.00,active listening,4.0,Active Listening,skill
11-2022.00,adobe acrobat,3.0,Adobe Acrobat,tech
11-2022.00,adobe actionscript,3.0,Adobe ActionScript,tech
11-2022.00,adobe creative cloud software,3.0,Adobe Creative Cloud software,tech
11-2022.00,airtable,3.0,Airtable,tech
11-2022.00,apple keynote,3.0,Apple Keynote,tech
11-2022.00,avidian technologies prophet,3.0,Avidian Technologies Prophet,tech
11-2022.00,bentley microstation,3.0,Bentley MicroStation,tech
11-2022.00,blackbaud the raiser's edge,3.0,Blackbaud The Raiser's Edge,tech
11-2022.00,complex problem solving,3.75,Complex Problem Solving,skill
11-2022.00,contact management software,3.0,Contact management software,tech
11-2022.00,coordination,3.75,Coordination,skill
11-2022.00,critical thinking,3.88,Critical Thinking,skill
11-2022.00,database software,3.0,Database software,tech
11-2022.00,delphi discovery,3.0,Delphi Discovery,tech
11-2022.00,delphi technology,3.0,Delphi Technology,tech
11-2022.00,dropbox,3.0,Dropbox,tech
11-2022.00,eclipse ide,3.0,Eclipse IDE,tech
11-2022.00,eden sales manager,3.0,Eden Sales Manager,tech
11-2022.00,eko,3.0,Eko,tech
11-2022.00,facebook,3.0,Facebook,tech
11-2022.00,filemaker pro,3.0,FileMaker Pro,tech
11-2022.00,geographic information system gis software,3.0,Geographic information system GIS software,tech
11-2022.00,google ads,3.0,Google Ads,tech
11-2022.00,google analytics,3.0,Google Analytics,tech
11-2022.00,google docs,3.0,Google Docs,tech
11-2022.00,google drive,3.0,Google Drive,tech
11-2022.00,google meet,3.0,Google Meet,tech
11-2022.00,google sites,3.0,Google Sites,tech
11-2022.00,google slides,3.0,Google Slides,tech
11-2022.00,heat software goldmine,3.0,HEAT Software GoldMine,tech
11-2022.00,hubspot software,3.0,HubSpot software,tech
11-2022.00,human resource management software hrms,3.0,Human resource management software HRMS,tech
11-2022.00,hypertext markup language html,3.0,Hypertext markup language HTML,tech
11-2022.00,ibm cognos impromptu,3.0,IBM Cognos Impromptu,tech
11-2022.00,ibm notes,3.0,IBM Notes,tech
11-2022.00,ibm power systems software,3.0,IBM Power Systems software,tech
11-2022.00,ibm spss statistics,3.0,IBM SPSS Statistics,tech
11-2022.00,instructing,3.75,Instructing,skill
11-2022.00,inventory software,3.0,Inventory software,tech
11-2022.00,judgment and decision making,3.88,Judgment and Decision Making,skill
11-2022.00,learning strategies,3.12,Learning Strategies,skill
11-2022.00,lexisnexis,3.0,LexisNexis,tech
11-2022.00,linkedin,3.0,LinkedIn,tech
11-2022.00,logmein gotomeeting,3.0,LogMeIn GoToMeeting,tech
11-2022.00,management of financial resources,3.0,Management of Financial Resources,skill
11-2022.00,management of material resources,2.75,Management of Material Resources,skill
11-2022.00,management of personnel resources,3.88,Management of Personnel Resources,skill
11-2022.00,marketo marketing automation,3.0,Marketo Marketing Automation,tech
11-2022.00,mathematics,3.0,Mathematics,skill
11-2022.00,maximizer software maximizer enterprise,3.0,Maximizer Software Maximizer Enterprise,tech
11-2022.00,mcafee,3.0,McAfee,tech
11-2022.00,microsoft access,3.0,Microsoft Access,tech
11-2022.00,microsoft azure software,3.0,Microsoft Azure software,tech
11-2022.00,microsoft dynamics,3.0,Microsoft Dynamics,tech
11-2022.00,microsoft dynamics gp,3.0,Microsoft Dynamics GP,tech
11-2022.00,microsoft excel,3.0,Microsoft Excel,tech
11-2022.00,microsoft exchange,3.0,Microsoft Exchange,tech
11-2022.00,microsoft office software,3.0,Microsoft Office software,tech
11-2022.00,microsoft outlook,3.0,Microsoft Outlook,tech
11-2022.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
11-2022.00,microsoft project,3.0,Microsoft Project,tech
11-2022.00,microsoft publisher,3.0,Microsoft Publisher,tech
11-2022.00,microsoft sharepoint,3.0,Microsoft SharePoint,tech
11-2022.00,microsoft sql server,3.0,Microsoft SQL Server,tech
11-2022.00,microsoft teams,3.0,Microsoft Teams,tech
11-2022.00,microsoft visio,3.0,Microsoft Visio,tech
11-2022.00,microsoft visual basic,3.0,Microsoft Visual Basic,tech
11-2022.00,microsoft visual basic for applications vba,3.0,Microsoft Visual Basic for Applications VBA,tech
11-2022.00,microsoft windows,3.0,Microsoft Windows,tech
11-2022.00,microsoft word,3.0,Microsoft Word,tech
11-2022.00,microstrategy,3.0,MicroStrategy,tech
11-2022.00,minitab,3.0,Minitab,tech
11-2022.00,monitoring,3.88,Monitoring,skill
11-2022.00,negotiation,4.0,Negotiation,skill
11-2022.00,netsuite erp,3.0,NetSuite ERP,tech
11-2022.00,netsuite netcrm,3.0,NetSuite NetCRM,tech
11-2022.00,nortonlifelock cybersecurity software,3.0,NortonLifeLock cybersecurity software,tech
11-2022.00,operations analysis,2.62,Operations Analysis,skill
11-2022.00,oracle business intelligence enterprise edition,3.0,Oracle Business Intelligence Enterprise Edition,tech
11-2022.00,oracle database,3.0,Oracle Database,tech
11-2022.00,oracle e-business suite financials,3.0,Oracle E-Business Suite Financials,tech
11-2022.00,oracle eloqua,3.0,Oracle Eloqua,tech
11-2022.00,oracle fusion applications,3.0,Oracle Fusion Applications,tech
11-2022.00,oracle hyperion,3.0,Oracle Hyperion,tech
11-2022.00,oracle jd edwards enterpriseone,3.0,Oracle JD Edwards EnterpriseOne,tech
11-2022.00,oracle peoplesoft,3.0,Oracle PeopleSoft,tech
11-2022.00,oracle peoplesoft financials,3.0,Oracle PeopleSoft Financials,tech
11-2022.00,oracle primavera enterprise project portfolio management,3.0,Oracle Primavera Enterprise Project Portfolio Management,tech
11-2022.00,oracle taleo,3.0,Oracle Taleo,tech
11-2022.00,persuasion,3.88,Persuasion,skill
11-2022.00,poll everywhere,3.0,Poll Everywhere,tech
11-2022.00,qlik tech qlikview,3.0,Qlik Tech QlikView,tech
11-2022.00,r,3.0,R,tech
11-2022.00,reading comprehension,3.88,Reading Comprehension,skill
11-2022.00,sage 50 accounting,3.0,Sage 50 Accounting,tech
11-2022.00,salesforce software,3.0,Salesforce software,tech
